"Youtube Comments"
"Totoo talaga yung sinabi ni BBM, na nawala nating mga Pilipino ang pagiging proud sa nationality natin. Satingin ko dahil yan sa mga napapanood natin mula nung bata tayo. Karamihan ng balita na maririnig patungkol sa ating bansa ma pa radyo man o TV ay masama. Onti onti tayong namuhi sa ating pinagmulan. Kaya hindi natin masabi sa buong mundo na ako ay proud Pilipino. Sana nga maibalik natin ito upang maging isang totoong nasyon ulit tayo."
"Being a silent supporter is hard specially if almost all of you're friends is against him, but He really keeps on proving me that voting and supporting him is not a mistake Congratulations APO BMM."
"This man is not just intellectual, you just know his heart to help our country. Thanks Toni for doing this interview. Not biased, not noisy and not judging. #BBMismyPresident"
"It all started in here..Toni was truly AMAZING! She’s a very strong and brave woman..she stood by him while others was scared to be cancelled.."
"It's incredibly great that I spend my 28 minutes watching this interview. He has a lot to tell us. He shows sincerity to serve the public. I love how he speak every words. There is a genuine feeling there. He is the best of all presidential candidates. I believe in him. #BBM #MABUHAY ANG PILIPINAS"
"Bumalik ako dito pagkatapos ko manuond ng Proclamation ni PBBM AYYYSS GRABE THANKYOUUUU TONI G.. DITO TALAGA NAG UMPISA MAMULAT ANG MGA TAO ️️️"
"This interview has started it all... it ignited the hearts of the Filipinos.."
"Ngayon ko lang pinanood. Di ko pa rin talaga kaya na hindi umiyak knowing how they were treated. But still chose to love the country. I only read books about them, and heard stories from my parents and grandparents. Nakakaiyak talaga."
"This is my 8th times watching this, im still teary eyes, the more i repeat watching the more i admire BBM, the most deserving presidential candidate for the philippines, like his father, thank you toni,very inspiring interview, im sure this is not my last time watching this kung pwede lng mag like uli, i lilike ko pa uli"
"It all started here. As an Ilocana, im so proud of you PBBM. You deserve to be our President. I am one of the 31m who stood and fought for you through social media. Naabutan ko pa ang panahon ng dad mo and i can say life before was so so much better. Everything was cheap, from electric bills down to basic needs. My parents are govt employees but i can say na hindi sila hirap noon and all praise sila sa magandang pamamalakad noon. I cannot èven spend my allowance during my elem years kasi libre na sa school ang merienda ng trigo, nutri bun busog ka na nun. At pag uwian may take home pa na klim na gatas at yellow corn powder na super sarap.."
"Even here at work, (which is a hospital in Bay Area, CA) when I say I’m Filipino they always tell me a story about Marcos. About how good he was when it was his time, (and I’m talking about patients  of mine are mostly elderly that knew our Philippine history) Alam nila the good things that happened when it was his regimen, I’m happy that Sir Bongbong won! Now I’m excited to visit our country again! Mabuhay Pilipinas!"
"Wow 15m views na, kulay pink pa suot,  congrats BBM, Sara! 🇵🇭"
"Mr. President, I know what they did to your father was unforgivable, but I know that you're bigger than them. From the bottom of my heart; I wish you all the luck, may God give you guidance in leading the country. Mabuhay po kayo at ang bansang Pilipinas!"
"I understand the luxury play of Marcos Sr. -He's trying to represent the Philippines to other countries that filipinos are not small and he stood up with Elegancy, Alpha Male. That they should come visit, do business and prosper together with the Philippines as the center. That was destroyed when small people with lack of vision provoked and misunderstood his play. We hoped to be a great Country again and many of us are here to support our new great president. May you be blessed with more wisdom as we welcome your family back and lead our Country."
"“If you’re making your enemies angry, then you’re doing a good job” - Bongbong Marcos 

I love that line… hahahaha ayos! Kaya BBM for president ️"
"Keep being healthy PBBM and stay safe 'coz we, Filipinos are rooting for you. I am one of the Filipinos who believed, believes and will continuously believe in your capacity to become our leader. You have that dedication to serve the Philippines. Continue your father's legacy of making the Philippines a better nation. God bless you po. 🇵🇭"
"I do not know what really happened that time, but when I watch this I really feel that your Father did justify the true meaning of Leadership. We will support you all the way."
"From the start to end of this video, I get to know about him. He is so direct and has a vision to his countrymen. He is also a humble man. What strikes me the most is when he said “To continue sense of nationhood. We were united as one. We’re all working in the same direction And we’ve lost that a little bit… I would like to restore that.”
Let’s keep the unity as one nation and someday the Philippines will be great and successful again ️."
"Watching this again after his first interview as a President with Toni Talks...amazing...I'm proud to vote for him ️"
"I NEVER GET TIRED OF LISTENING TO HIM! FULL OF WISDOM AND COMPASSION! PERFECT TO BE A PRESIDENT OF A COUNTRY OF COMPASSIONATE AND HARD WORKING HUMAN! PROUDER THAN BEFORE TO BE FILIPINO from Japan 🇯🇵!"
"No one else can bring back the Philippines to be a Great Nation again but BBM - The Son of the Best President that the Philippines has Ever had."
"He and his family  are just too good to be true..the mere fact that he and his family been able to handle such cruelty for such a long time,they remained humble and patient.if i where on their shoe i might be already inside a casket now. My vote for this man didn't went wasted and  is something that i did was right. I wish you and your family good health. May God bless you more for having a big heart not just for the few but for the entire Filipinos sir!! My full support will alwys be with your good governance.️"
"The last part of this interview gives me a lot of realizations.. being real being responsible and the idea of being true and resilient.. Filipinos already decipher all the truths and that is the most important .."
"After 9 months binalikan ko talaga yung interview nato.. Tiningnan ko lang sino may pinaka mlakaing views sa toni talks.. Ito lang talaga yung unbeatable.. Dami pading interested sa videos na ito.. Thank you Toni G. Panalo tayo."
"Naiyak ako dito dios ko!  So true President Marcos Sr talaga and truly na nagmahal sa Pinas.  Im glad that BBM won, he will make PInas a better country again."
"I came back after the election to watch again! I am very proud to be a Filipino for the second time after PRRD. Alam ko na may mga surprises ang mga Marcos sa mga Filipinong namumuhay sa Pinas.From Germany with LOVE to all BBM and Sara Duterte Supporter.Hindi tayo nabigo at hinding hindi tayo bibiguin ni BBM dahil nakikita natin sa kanyang puso.God Bless ou UNITY FOR A PROGRESIVE PHILIPPINES."
"Toni is awesome at it! Her listening skills is right on. She rephrase, she follow -up on what he says...and she ask the question based on what he just said then builds the story from that..."
"I'm still wide awake watching Toni Talks. It’s already 3:16am in California. I’m so sleepy and tired, but I can’t stop watching all her videos. I’ve watched 10 videos already. Every video is so interesting and inspiring it made me cry a few times lol. Toni is truly very talented. She's gifted with great communication skills."
"The way Pres Bongbong Marcos describe what filipinos are, makes me really proud to be a Filipino. We're amazing!"
"Bumalik dito dahil nanalo na ang binoto ng nakakarami. Mabuhay ang mga Filipino. Mabuhay tayong lahat."
"Credits to his mother and father…. He was raised as a good human being with soul; spirit and love for his country and people."
"I spend my life protecting my fellow pilipino I cannot hurt them now.
- Ferdinand Marcos Sr

Luckily my last is Marcos and I'm proud of it."
"I love how he speaks about Filipinos in high regards. Parang nahiya ako to myself because i only see our negative traits. And that's usually what i also hear from other filipinos too. Bongbong is right, we need to reignite that nationhood we once had."
"I only watched this for the 1st time and I see now what I refused to see before. BBM has so much to be admired for. I see his brilliance, his sincerity, humility & more. 
I know that our country & our people will be in good hands under his Presidency.
It's a very beautiful interview."
"I would never get tired with this video. I remember someone, a graduate of UP who had a change of heart towards BBM after watching this. Very human. Very real. All the lies thrown at him will not matter, your truth is our truth. We love you President BBM. God bless you ️️️️️️"
"""Whatever your color is, you are still a Filipino."" I just watched it recently, and I must say that Congrats Mr. President, I hope you can really tell the true story amidst the lies because the truth will always prevail"
"One of the reasons of why i supported BBM-Sara last elections is their sincere and genuine love for the philippines.. yon lang naman ang gusto namin, mahalin natin ang pilipinas para sama sama tayong babangon..

sawa na kami sa away pulitika na sa huli, kakahanap ng masisisi e nalilimutan na ang pag unlad ng bansa.. this is our primary goal, paunlarin ang bansa at ipagmalaki ang pagka-Pilipino.. 🇵🇭🇵🇭🇵🇭"
"11:00
I watched this one more time. Coz I know in my heart you'll be our PBBM. Your Dad is so proud of you ️"
"ito na yata ang pinaka magandang interview ni BBM simpleng simple lang para lang siyang nakikipag kwentuhan relax na relax. good job din kay ate toni husay nya talaga pagdating sa hosting. napa subscribe tuloy ako dahil dito. congrats sa inyong dalawa."
"We love BBM so much
Congrats our feuture presedent,,
bangon pilipinas,,"
"I've watched this interview a hundred of times already, and it really didn't bored me at all. This is the kind of interview where you can pass on to the new generations and so on..."
"When Marcoses talk .. We clearly see the sincerity of a Great Leader"
"May God bless you. I admire how you define Filipino people. I pray for healing and united Philippines once again. ️🇵🇭"
"This is my second time to watch this and still teary eyes. I'm so proud of the late FEM"
"It's my 4th time watching this. I hope  kids nowadays would really know Pres Marcos and what he did for the  our country. He is not perfect but among the Pres we had so far he is the best for me. I hope the Philippines can still be the tiger of Asia again, God willing."
"Hindi nakakasawang panoorin ang interview na ito  I kept on watching many times now."
"We love you PBMM. Kaming 31M will always support  and pray for you. Thank you Miss Toni binalikan ko talaga tong interview na ito.  Godbless po."
"Dito sa interview na ito nag umpisa kung bakit dumami ang mga taong nag bago ang pananaw tungkol sa mga Marcos ️"
"“If you’re making your enemies angry, you’re doing a good job. I have spent my whole life defending Filipino people, I cannot hurt them now. Put your gun down, we’re not shooting people.” True leader indeed. As for Bong Bong Marcos, we’re rooting on you to make Philippines great again. That was the “last look” from your father."
"Binalikan ko to after nanalo cya. Ang sarap sa pakiramdam! ️🇨🇦🇵🇭"
"Well done Ms. Toni for giving Mr. Bongbong Marcos, an opportunity to speak out the brief history of his family and to our country as well, I’m praying that God will place a decent politician to our country according to his will! ️"
"""the best thing that you can do is to help other people, to help as many other people as you can. what could be better than that?"" those are very touching words especially now that you are our president. you are now in a very powerful position to help as many filipinos as you can with your political authority. may you be able to help even those powerless filipinos who are usually neglected or overlooked by our government agencies."
"Came back to this after watching the exclusive interview with PBBM. Ang bilis one year na agad.

#HappyBirthdayPBBM"
"Congratulations Bongbong Marcos, President of the Philippines."
"Nakakaiyak, this video was taken last year, and when Ms Toni asked, ""where do you see yourself next year?"" and pops said still in public service kasi it's never finished, and here we are today year 2022 - President ka na po namin  Grabe Yung way ni Lord."
"At dito nagsimula ang lahat..🇵🇭"
"now I know why the opposition would hate this interview, is because it humanized the senior Marcos, and the junior Marcos as a real, genuine person.
this interview was beyond excellent..the answers were absolutely perfect, concise and delivered in a very Marcosian way"
"God raises the humble in heart…God is our great defender! God bless your presidency PBBM!"
"We are looking forward for a better Philippines,CONGRATULATIONS SIR MR.PRESIDENT BONGBONG MARCOS.MAY THE GOD BLESS U AND YOUR FAMILY ESPECIALLY MADAM IMELDA MARCOS'' Now i can say ang SARAP MAGING PILIPINO🇵🇭🇵🇭🇵🇭"
"""Always work hard, hardwork is always rewarded"".."
"Looking back  and watching this again after a year the presidency is really BBMs destiny , its what God wanted if not prayers granted , from all of us who voted and prayed and believe in the Marcoses, Thank you Toni , this interview was the turning point of his journey, Thank God  for you and Direct Paul ️"
"Dito ako nagsimula na naging pro marcos ,dati din ako anti marcos. 1 year na pla ako pro marcos"
"It’s only Toni that suits my tea…she presents herself with elegance knowledge & humour every single time. Love your work Toni! ️🇦🇺"
"Ngayon Lang naka panood nito. Napa iyak ako SA questions and answer mo Toni G lalo na SA part nun last message from your dad  Congratulations ️ PBBM and VPSarah #mabuhayphilippines 🇵🇭"
"Watching for several times ...still teary-eyed. Tears of joy because Divine intervention favors the Marcoses at last ! Ms.Toni and Sir Paul you  both started it...you were  great instruments in so many ways for your Ninong.Thank you again ."
"Sabi nila noon kaya madami daw views and likes ito dahil sa mga trolls pero pinakita nating 31M Filipino voters na mga totoong tao tayo na sumusuporta kay BBM."
"""If you're making our enemies angry, you're doing a good job."" How true! The evil will always try to paint you as the evil one, they project who they are on their enemies. God bless the Philippines!!! God bless the Filipinos and the new administration of President BBM and VP Duterte."
"I didn't vote this last election. I was  born 3 years after the Martial Law. I really don't care about Politics since I've experienced no significant changes during the past administration (except for Duterte). Heard a lot of stories about your family- good and bad. 
Please make our country the Pearl of Asia again. Where no one will ever look down on us again like what your father did. Protect the OFW, children and all the Filipino people."
"Very respectful conversation! Professional journalists, especially rappler ones should watch this interview and learn from Toni. No personal ‘attack’ in any form. No signs of prejudice in her manner of asking questions. Great job!!"
"16.7M and counting ️️"
"So proud to be part of 31 million 🇵🇭"
"Binalikan ko ulit ito.Excited na ako sa part 2 dis coming Sept.13"
"Ms Toni had the best questions and most respectful manner of asking... of all pres. interviews I had watched... such that she was able to bring out such a meaningful conversation."
"Never ako nag SAWA panuorin to Ng paulit ulit at paulit ulit din ako naiyak,️️️"
"I can see the true essence of public service in him. He has a clean motive to rule the country and his willingness to help people. I know you can do better and more to make the Philippines just like before when your father is in his presidential term. ️️️ I know that you can make our country better, Mr. BBM! I salute you! And I believe in you! #BBMismypresidentfor2022"
"I never get tired watching and hearing this interview. I kept watching this over and over again. Eversince in my childhood, I have been always on the truth side about Marcos'. My father is one of the living witnesses about them. And, one among those who had given help by the late President Ferdinand Marcos Sr. Administration.  We will help PBBM! For the good future of the future."
"1 Million likes. wow. BBM and Toni's Power️"
"Hindi ako nagsasawang panoorin to. Ganda ng interview na to. Galing magtanong ni toni"
"I feel the sincerity and honesty. Heart  for all and for it's  country."
"Mahal namin PBBM mabuhay ka at mabuhay ang bagong Pilipinas! ️🇵🇭 sasamahan ka namin bumangon muli. Salamat sa pag mamahal sa bayan."
"This interview is an EYEOPENER salute to you TONI️"
"thanks to social media lumalabas ang truth.. everytime I watch old videos  of our late president Mr Ferdinand Marcos Snr and BBM I got goosebumps. It is not too late for Philippines... Lets Unite"
"It's so nice watching this again after Pres.BBM's innauguration. I pray to God to give him enough wisdom to be able to do what the people is expecting from him.   Thank you Ms.Toni, more power, God bless.. !!!"
"hindi ako nagkamali sa pag vote PBBM and sara... God will always guide and help you PBBM AND SARA DUTERTE"
"Both BRILLIANT INTERVIEWEE our PRESIDENT FERDINAND ""BONGBONG"" ROMUALDEZ MARCOS JR. and INTERVIEWER MISS TONI GONZAGA ️️️"
"So respectful interview ms toni gonzaga, ang gandang pakinggan ng life story ni bbm.  Congrats po President BBM️"
"If u truely listen this vlog 22lo tlga ang luha mo,,kasi ma feefeel mo tlga na galing sa puso ang bawal bigkas ng mga salita at totoong totoo..
Godbless sir Marcos and you tonigrabe napaka professional mo po mag interview"
"Came back to this interview after seeing the interview of him as a president, Thank you Toni G and Direk Paul. Mabuhay ang pilipinas! I didn't regret that I'm one of the 31M FILIPINO supporting the Marcoses."
"I love the way BBM said WE FILIPINOS ARE THE BEST... and being PROUD TO BE A FILIPINO."
"I watched this many times and I really appreciate and love this all the time inspired me and hope for the Filipinos and God is guide you BBM ️ 31M."
"I must say that I am proud that I am 1 of 31M who voted for BBM & SARA ️ Godbless Philippines, let us work together and unite for a better country. BANGON BAYAN MULI, MAHALIN NATIN ANG PILIPINAS 🇵🇭"
"I'm not into politics but I've watched till the end and it made me tears I can feel his sincerity"
"I feel his sincerity without any suspicion. His love for the Filipino people brought him to attain justice for what happened to his family. #BBMIsMyPresident"
"Tears of joy. God bless you mr. President and the Philippines. Proud to be Filipino️"
"Viewing again..many times..... after election.. 5-23-22. 6:49 in the morning sa pinas..kasi nakaka inspire mga wisdom nya... ( just like my late  Dad's wisdom.. . )"
"15M wow..panalo na tayo khit saan..congratz idol TONI..BBM..GODBLESS"
"This interview is like telling us the true history i feel it on this conversation it so so so genuine... Pàra kalang nakikinig ng nag kwentuhan at napaluha ka nalang bigla  ... Grabe i love thia toni talks with bong bong ..."
"Hindi nasayang ang boto ko BBM true leader with genuine ️"
"I really admired how he answered question instantly, how brilliant he is and imagine that at his young age of  six or five he knew how to read the news comprehensively."
"Superb interview I've ever watched. 

Thanks Tonitalks."
"Former President Ferdinand Marcos died with brokenhearted by filipinos he defended his whole life however He didnt fight back instead flew away from His beloved country and continue love his fellow Filipino....made me cry so hard A true Fathers Love ️️️ May He rest in peace in the Presence of God now"
"Sana nga gabayan ng DIYOS si president bongbong miss tony. At para matupad nya lahat ang plano nya sa mga pilipino at sa buong pilipinas!!!!! MABUHAY KA PRESIDENT BONGBONG MARCOS AND VICE PRES. SARAH DUTERTE!!!!"
"Hoping for the better future President bong bong Marcos...
Congratulations, I'm proud of you i know it's too early but i knew that Philippines is in good hands... 
Long live Mr. President."
"Nakaka iyak sa part Nung last look grabe Ang luha ko dun tuloy tuloy .
TAs Yung sa last part na puro lies Kase kayo Naman talaga Ang totoong nakaka alam . 

Basta ako maniniwala at maniniwala parin sayo/sainyo President Ferdinand BongBong Marcos️"
"He answers based on his perspective not on what everyone is trying to throw at him. 

Let us vote for a President who has the same vision with us. To make our nation bounce back again with grace. 
BBM for President!"
"I was here before he run for Presidency and now I'm back after he won the election. Hi there, our 17th President.️

P.S
Thank you Miss Toni for being brave!"
"If you're making your enemy angry
You're doing a good job.

That word really struct me."
"Very genuine interview from a TRUE man!!! I am so happy I voted you ️ Marcoses deserve a respect . It only shows how big is there LOVE for PHILIPPINES. You made me cry President bongbong , I admire you !  In spite of all lies and criticism during 1986, You still love and want to be like your father."
"I love how they speak. No pretention and effort. 

Filipino accent english. 
I like it."
"Congratulations President Elect Ferdinand Bongbong Marcos Jr.. Im very proud na isa ako sa 31M na bomoto sayo. And congratulations also to our Vice President Elect Sara Inday Duterte-Carpio"
"This is a very heart warming interview. BBM is really pure hearted and knows his vision as his late father. Thanks Toni for this interview. Solid BBM."
"the way they speak and talk napaka sincere .all they want is to serve and protect our country. kahit puro galit at pang huhusga nakukuha nila .. wala silang galit puro pag unawa at pag mamahal sa puso nila"
"I love the last part of questions and answers
I think ito ay isang mapagmahal na Presidente️
Proud tobe a part of 31M️️️"
"Naiiyak aq hbng tinatanong sya about his father. Ramdam ko ang pagiging totoo nila. Ramdam ko ang pagmamahal nila sa ating mga pilipino."
"Congratulations Sir bong bong. I knew it.. in my heart i knew it ikaw ang mananalo. thank you so much Ms Toni for Supporting  Sir Bong bong. God bless"
"Who's here after the Latest Vlog Of ate Toni Gonzaga to President Ferdinand Marcos Jr.???️"
"Sana magkaisa mga Pilipino, Let BBM lead the country tungo sa kaunlaran. Mamulat lang tayo sana Vote wisely.  God bless Philippines."
"I think, FEM's last look at BBM were not just the last connection or farewell, but also a sign of any last thought that his only son will be the President of Republic of the Philippines in the future.️"
"Thank You Lord for answered prayer"
"I love this interview. Full of respect."
"It really hurts to watch someone you love the most give you his/her last look before he/she passes away"
"Speaking about humanity...naiyak ako sa interview na ito..i feel BBM"
"BongBong Marcos is genuinely answers all of questions! Kudos sir"
"nakapatalino.. ang sarap panuorin ng interview  you can learn something.. basta... i love the interview  na enjoy ko from start to finish.."
"Thanks Mr. President! We pray that God will continue to bless the works of your hands. We pray that whatever your father and your family has sacrificed for the Filipinos will never be put to waste. Thanks for igniting that sense of nationhood in 31M Filipinos who voted for you and may it resonate in all the Filipinos around the world…"
"pang 3 ko nang pinanuod kasi excited ako sa trailer ng interview ulit ni toni g.and this time elected president na c sir BBM️️️"
"2022 Queen of Talks Award to ""Toni"". Thanks for the informative and right way of interviewing people."
"i don't know how many times i have watched this. really love this"
"Thank you so much Toni for this video. For giving lights to all the controversies that Marcoses is having for the longest time. May this video serves as a wake up call for the Filipino to unite and support BBM for the 2022 presidential election. God bless BBM."
"BBM is the best legacy of the greatest legend FEM ️ The King has return! I love Marcoses so much  TYL for bringing back their throne 🇵🇭"
"Had seen this video for nth time and wow!! Am picking up all those traits  worthy of following. BBM..you are God send... Soon the Presidency will be in your hands,  The world will now see the greatnes, covered for years by those against the Marcoses. So proud of being a Pilipino. And wishing I can live few more years"
"Jesus, he makes me proud of being a Filipino as he is so proud of US!!! He Lifts all Filipino’s Spirits Up  Living here in Australia I would debate with my Aussie Partner, of the intriguing issues of the Past and I would defend BBM, I would just tell my Partner, “that’s all Lies what you see and hear from the News about all the accusations to His Family, He wins via Landslide because Real Filipinos NOW KNOWS THE TRUTH,” and he would still argue because his believing all this fake news from this shitty networks of Philippines that’s bias news, my ending words to my partner would be “ don’t dare Judge, some history books are written by human hands, either the person that writes it is writing lies or truth, if the facts are not written there, then who are you to say your judgments, and besides you were not Born in my Country so you’ll never know the whole Truth.” It’s like debatehan internationally haha but seriously I’m very Proud of BBM-Sara, Proud Pinoy, Proud Dabawenya!!! and I will teach my Half Pinoy, Half Aussie baby girl in my tummy the truth of my Beloved Philippines so she can be Proud of too when she comes out! More Power BBM- Sara UNITY!"
"still watching this over and over..️"
"31M standing for President BBM ️🇵🇭"
"This is the 3rd time I'm watching this interview of Toni on Sen. Bongbong and its still amaze me how this man handle all the criticism and hates against his family. I couldn't agree more to this man to become the next president of the Philippines because of his intelligence and also experiences from his father (former President FEM) great governing in the Philippines."
"Ngayon ko lng talaga ‘to na dare e watch. I don’t know why but from the moment BBM show his interest for VP/ Pres. I always feel goosebumps and it makes me sad pagngwwatch ako ng news/videos about him/them. 

I can’t imagine the life they live during these years emotionaly."
"Proud to be one of 31 million plus votes! God bless you and your family!"
"Ewan ko ahh pero while his reminiscing his memories with his dad naiiyak ako. Nasa simula pa lang ako bakit ganto yung feeling ️️"
"Pretty amazing man!Dami kong natutunan sa inyo sir! God bless you and Toni! Galiing mag interview.More power to your program."
"Congratulations Bongbong Marcos, President of the Philippines."
"As I recalled during my elementary & high school days "" Sa I ikauunlad ng bayan Desiplina ang kailangan"" that's the marcoses applied to the Filipino people that's why Filipinos still love them. Good job toni g for interviewing BBM"
"One of your greatest interview… iam at awed of how he talks about his father, family and the filipino people.. so down to earth.. makatao tlga…"
"I went back here, Because i want to congratulate BBM as the President of the philippines! ️ God is so good! ️"
"Dito talaga nag start e. Dito ako namulat sa interview na to na BBM is a really nice person"
"This was the interview that changed my political perspective."
"Nung nanalo si duterte as president I’m praying na sana gabayan sya ng panginoon habang nasa posisyon, ngayon I’m praying again god please gabayan nyo po si bbm wag nyo pong pababayaan hanggang matapos ang kanyang pag lilingkod sa bansa."
"""Were tough not in that arrogant or aggresive way, were tough in a very gentle Asian way""

This words tho..... you cant find a man who's this sincere in talking, every words coming from his mouth are like a harmony. I can listen to him talking all day actually. He is like the getle version of PRRD!!!"
"Ma'am as our newly elected President said , you started everything ...,,it's an  eye opener for everyone  that the Tiger from the North is out and about for the true love,care for all Fiipinos and for our beloved Philippines  ! Thank you to you and to your husband Sir  Paul Soriano .We made it ! Thank You Lord !"
"We love you PBBM️🇵🇭. We always pray for your safety and health. Babangon muli ang Pilipinas"
"Ngaun ko lang napanood to .. d na lumubay ang tulo ng luha ko ... Now i see toni sees on marcos..."
"hindi ako nag-kamali ng binoto.  Congratulations President Bongbong Marcos. ️"
"Rewatched it today, one week after the May 2022 elections. and BBM is now our president! when i watched this the 1st time last year, it changed my mind about the Marcoses and started to research. now i'm happy and thankful that BBM won by a landslide victory!  PFEM's ""last look"" brought tears...again. God bless you Mr. President!"
"Its good to hear his real life stories. I always like how he talks. My mom also said his father was an intelligent President. When are we going to have Sir Bong as our President? Thank you Toni Talks for interviewing him."
"I watched this several times—- and  each time I cried….. I miss this family….. long live BBM!,,    Love your family!,,"
"Wow what a historical and humane interview salamat Toni and to your great team! ️ I THANKED GOD that he won at sana mabayaran din niya taxes niya ️"
"Sinong bumalik dito after WINNING? hehe"
"THIS STARTED IT ALL!!!! AND NOW HE IS OUR PRESIDENT!!! THANK YOU, TONI G!!! ️"
"Kasama mo kami BBM ,31 million na naniniwala sayo at may tiwala sayo.Mabuhay ang Pilipinas dahil ikaw ang niloob manalo at magpapatuloy ng nasimulan ng Pangulo Dueterte.🇵🇭"
